Arrests - On-campus Student Housing Facilities
Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Illegal weapons possession,Drug law violations,Liquor law violations
2009,231420,Averett University,1,Main Campus,917,0,0,0
2009,366793,Baptist Theological Seminary at Richmond,1,Main Campus,111,0,0,0
2009,231554,Bluefield College,1,Main Campus,753,0,0,0
2009,231581,Bridgewater College,1,Main Campus,1590,0,0,0
2009,231712,Christopher Newport University,1,Main Campus,4952,0,3,14
2009,231624,College of William and Mary,1,Main Campus,7874,0,7,4
2009,232043,Eastern Mennonite University,1,Main Campus,1525,0,0,0
2009,231970,Eastern Virginia Medical School,1,Main Campus,811,0,0,0
2009,232025,Emory & Henry College,1,Main Campus,1002,0,0,0
2009,232089,Ferrum College,1,Ferrum College,1425,3,6,1
2009,232186,George Mason University,1,Main Campus,32067,1,29,69
2009,232256,Hampden-Sydney College,1,Main Campus,1068,0,8,0
2009,232265,Hampton University,1,Main Campus,5402,2,0,3
2009,232308,Hollins University,1,Hollins University,1057,0,1,2
2009,232423,James Madison University,1,Main Campus-Harrisonburg,18971,0,38,27
2009,232423,James Madison University,2,Madison House (London Semester - Branch Campus),18971,0,0,0
2009,232423,James Madison University,3,Antwerp Hall- JMU Semester in Antwerp- Belgium,18971,0,0,0
2009,232423,James Madison University,4,Palazzo Capponi (JMU's Semester in Florence- Italy),18971,0,0,0
2009,231837,Jefferson College of Health Sciences,1,JCHS Main Campus,1041,0,0,0
2009,232557,Liberty University,1,Main Campus,46312,0,0,0
2009,232566,Longwood University,1,Main Campus,4832,0,6,6
2009,232609,Lynchburg College,1,Main Campus,2589,0,2,0
2009,232672,Mary Baldwin College,1,Main Campus,1782,0,0,2
2009,232706,Marymount University,1,Marymount University,3480,0,0,0
2009,232937,Norfolk State University,1,Norfolk State University,6993,0,4,0
2009,232982,Old Dominion University,1,Old Dominion University,24013,0,3,11
2009,233277,Radford University,1,Main Campus,8878,0,12,25
2009,233301,Randolph College,1,RANDOLPH COLLEGE,500,0,1,0
2009,233295,Randolph-Macon College,1,Main Campus,1246,0,3,8
2009,231651,Regent University,1,Main Campus,4656,0,0,0
2009,233338,Richard Bland College of the College of William and Mary,1,Richard Bland College of the College of William and Mary,1579,0,4,4
2009,233426,Roanoke College,1,Main Campus,2044,0,28,1
2009,233499,Saint Pauls College,1,Saint Paul's College,584,1,4,1
2009,233541,Shenandoah University,1,Main Campus,3619,0,1,0
2009,233611,Southern Virginia University,1,Main Campus,641,0,1,1
2009,233718,Sweet Briar College,1,Main Campus,756,1,0,0
2009,233897,The University of Virginia's College at Wise,1,University of VA's College at Wise,2015,0,0,0
2009,233842,Union Presbyterian Seminary,1,Main Campus,293,0,0,0
2009,232681,University of Mary Washington,1,University of Mary Washington,5381,0,4,2
2009,233374,University of Richmond,1,Main Campus,4344,0,2,1
2009,234076,University of Virginia-Main Campus,1,Main Campus,24355,0,6,7
2009,234030,Virginia Commonwealth University,1,Monroe Park Campus,32172,0,33,18
2009,234030,Virginia Commonwealth University,2,MCV Campus,32172,0,0,0
2009,233912,Virginia Intermont College,1,Virginia Intermont College,577,0,0,0
2009,234085,Virginia Military Institute,1,Virginia Military Institute,1500,0,0,1
2009,233921,Virginia Polytechnic Institute and State University,1,Virginia Polytechnic Institute and State Univ,30870,0,16,48
2009,233921,Virginia Polytechnic Institute and State University,7,Washington-Alexandria Center,30870,0,0,0
2009,233921,Virginia Polytechnic Institute and State University,9,Center for European Studies and Architecture,30870,0,0,0
2009,234155,Virginia State University,1,Main Campus,5366,0,4,0
2009,234164,Virginia Union University,1,Main Campus,1691,0,1,7
2009,234137,Virginia University of Lynchburg,1,Main Campus,327,0,1,0
2009,234173,Virginia Wesleyan College,1,VIRGINIA WESLEYAN COLLEGE,1336,0,4,12
2009,234207,Washington and Lee University,1,Main Campus,2153,0,0,0
2009,234359,Woodrow Wilson Rehabilitation Center,1,Woodrow Wilson Rehabilitation Center,218,0,0,0
