Survey Year,UnitID,Institution Name,Campus ID,Campus Name,Institution Size,Illegal Weapons Possession,Drug Law Violations,Liquor Law Violations
2003,231420,Averett University,1,Main Campus,2849,0,0,0
2003,366793,Baptist Theological Seminary at Richmond,1,Main Campus,204,0,0,0
2003,231554,Bluefield College,1,Main Campus,731,0,0,0
2003,231581,Bridgewater College,1,Main Campus,1403,1,6,1
2003,231712,Christopher Newport University,1,Main Campus,4812,0,1,2
2003,231624,College of William and Mary,1,Main Campus,7749,0,1,4
2003,232043,Eastern Mennonite University,1,Main Campus,1245,0,0,0
2003,232025,Emory & Henry College,1,Main Campus,927,0,0,0
2003,232089,Ferrum College,1,Ferrum College,954,0,4,5
2003,232186,George Mason University,1,Main Campus,28246,1,23,52
2003,232256,Hampden-Sydney College,1,Main Campus,1039,0,13,7
2003,232265,Hampton University,1,Main Campus,5797,0,0,0
2003,232308,Hollins University,1,Hollins University,1090,0,0,0
2003,232423,James Madison University,1,Main Campus-Harrisonburg,16203,4,37,28
2003,232423,James Madison University,2,Madison House (London Semester - Branch Campus),16203,0,0,0
2003,232423,James Madison University,3,Antwerp Hall- JMU Semester in Antwerp- Belgium,16203,0,0,0
2003,231837,Jefferson College of Health Sciences,1,JCHS Main Campus,635,0,0,1
2003,232469,JOHNSON & WALES UNIVERSITY-NORFOLK,1,JOHNSON & WALES UNIVERSITY-NORFOLK,831,0,0,0
2003,232557,Liberty University,1,Main Campus,9050,0,1,0
2003,232566,Longwood University,1,Main Campus,4252,0,6,22
2003,232609,Lynchburg College,1,Main Campus,2009,0,1,5
2003,232618,Lynchburg General Hospital School of Nursing,1,Centra College of Nursing,158,0,0,0
2003,232672,Mary Baldwin College,1,Main Campus,1731,0,0,0
2003,232706,Marymount University,1,Marymount University,3741,0,0,0
2003,232937,Norfolk State University,1,Norfolk State University,6846,0,1,0
2003,232982,Old Dominion University,1,Old Dominion University,20802,1,0,12
2003,233277,Radford University,1,Main Campus,9219,1,15,7
2003,233301,Randolph College,1,RANDOLPH COLLEGE,737,0,0,0
2003,233295,Randolph-Macon College,1,Main Campus,1118,0,0,0
2003,231651,Regent University,1,Main Campus,3173,0,0,0
2003,233426,Roanoke College,1,Main Campus,1899,0,17,0
2003,233499,Saint Pauls College,1,Saint Paul's College,475,0,3,1
2003,233541,Shenandoah University,1,Main Campus,2851,0,0,0
2003,233611,Southern Virginia University,1,Main Campus,579,0,0,0
2003,233718,Sweet Briar College,1,Main Campus,709,0,0,0
2003,233897,The University of Virginia's College at Wise,1,University of VA's College at Wise,1703,0,0,2
2003,233842,Union Presbyterian Seminary,1,Main Campus,384,0,0,0
2003,233842,Union Presbyterian Seminary,2,UNION PRESBYTERIAN SEMINARY,384,0,0,0
2003,232681,University of Mary Washington,1,University of Mary Washington,4792,0,0,0
2003,233374,University of Richmond,1,Main Campus,4444,0,14,29
2003,234076,University of Virginia-Main Campus,1,Main Campus,23077,0,10,0
2003,234076,University of Virginia-Main Campus,8,FBI Academy,23077,0,0,0
2003,234030,Virginia Commonwealth University,1,Monroe Park Campus,26631,1,17,11
2003,234030,Virginia Commonwealth University,2,MCV Campus,26631,0,3,2
2003,233912,Virginia Intermont College,1,Virginia Intermont College,1124,0,0,0
2003,234085,Virginia Military Institute,1,Virginia Military Institute,1333,0,0,0
2003,233921,Virginia Polytechnic Institute and State University,1,Virginia Polytechnic Institute and State Univ,27755,1,20,36
2003,234155,Virginia State University,1,Main Campus,4933,1,6,0
2003,234164,Virginia Union University,1,Main Campus,1961,0,0,0
2003,234137,Virginia University of Lynchburg,1,Main Campus,,0,0,0
2003,234173,Virginia Wesleyan College,1,VIRGINIA WESLEYAN COLLEGE,1429,0,0,0
2003,234207,Washington and Lee University,1,Main Campus,2137,0,0,0
2003,234359,Woodrow Wilson Rehabilitation Center,1,Woodrow Wilson Rehabilitation Center,273,0,0,0
