,,,,,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,A (Part II) of the Other Sexual Assault worksheet as shown in Figure 56.,,,,,
,,,,,"On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for","On Section A, the Commission recommends increasing the Primary Offense scores for"
,,,,,"production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders","production, etc., of child pornography from five to six points; as a result, offenders"
,,,,,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended,convicted of production/sales-related offenses are more likely to be recommended
,,,,,"for Section C (i.e., a prison sentence).","for Section C (i.e., a prison sentence).","for Section C (i.e., a prison sentence).","for Section C (i.e., a prison sentence).","for Section C (i.e., a prison sentence).","for Section C (i.e., a prison sentence).","for Section C (i.e., a prison sentence).","for Section C (i.e., a prison sentence).","for Section C (i.e., a prison sentence).","for Section C (i.e., a prison sentence).","for Section C (i.e., a prison sentence).","for Section C (i.e., a prison sentence).","for Section C (i.e., a prison sentence).","for Section C (i.e., a prison sentence).","for Section C (i.e., a prison sentence).","for Section C (i.e., a prison sentence).","for Section C (i.e., a prison sentence).","for Section C (i.e., a prison sentence).",Primary Offense points for first-time possession,Primary Offense points for first-time possession,Primary Offense points for first-time possession,Primary Offense points for first-time possession,Primary Offense points for first-time possession,Primary Offense points for first-time possession,Primary Offense points for first-time possession,Primary Offense points for first-time possession,Primary Offense points for first-time possession,Primary Offense points for first-time possession,Primary Offense points for first-time possession,Primary Offense points for first-time possession,Primary Offense points for first-time possession,Primary Offense points for first-time possession,Primary Offense points for first-time possession,Primary Offense points for first-time possession,Primary Offense points for first-time possession,Primary Offense points for first-time possession,Primary Offense points for first-time possession,Primary Offense points for first-time possession,Primary Offense points for first-time possession,Primary Offense points for first-time possession
,,,,,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,of child pornography would be decreased from six to five points.,,,,,,,,
,,,,,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,The Commission also recommends revising the Additional Offense factor such that,
,,,,,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher,offenders convicted of child pornography as the primary offense will receive higher
,,,,,points for any additional offense convictions.,points for any additional offense convictions.,points for any additional offense convictions.,points for any additional offense convictions.,points for any additional offense convictions.,points for any additional offense convictions.,points for any additional offense convictions.,points for any additional offense convictions.,points for any additional offense convictions.,points for any additional offense convictions.,points for any additional offense convictions.,points for any additional offense convictions.,points for any additional offense convictions.,points for any additional offense convictions.,points for any additional offense convictions.,points for any additional offense convictions.,points for any additional offense convictions.,points for any additional offense convictions.,points for any additional offense convictions.,points for any additional offense convictions.,points for any additional offense convictions.,This change is also shown in Figure 56.,This change is also shown in Figure 56.,This change is also shown in Figure 56.,This change is also shown in Figure 56.,This change is also shown in Figure 56.,This change is also shown in Figure 56.,This change is also shown in Figure 56.,This change is also shown in Figure 56.,This change is also shown in Figure 56.,This change is also shown in Figure 56.,This change is also shown in Figure 56.,This change is also shown in Figure 56.,This change is also shown in Figure 56.,This change is also shown in Figure 56.,This change is also shown in Figure 56.,This change is also shown in Figure 56.,This change is also shown in Figure 56.,This change is also shown in Figure 56.,This change is also shown in Figure 56.
Figure 56,Other Sexual Assault  Section A (Part II),Other Sexual Assault  Section A (Part II),Other Sexual Assault  Section A (Part II),Other Sexual Assault  Section A (Part II),Other Sexual Assault  Section A (Part II),Other Sexual Assault  Section A (Part II),Other Sexual Assault  Section A (Part II),Other Sexual Assault  Section A (Part II),Other Sexual Assault  Section A (Part II),Other Sexual Assault  Section A (Part II),Other Sexual Assault  Section A (Part II),Other Sexual Assault  Section A (Part II),Other Sexual Assault  Section A (Part II),Other Sexual Assault  Section A (Part II),Other Sexual Assault  Section A (Part II),Other Sexual Assault  Section A (Part II),Other Sexual Assault  Section A (Part II),,,,,,,,,,,,,,,,,,,,,,,,,,,
Proposed Changes to,,Primary Offense,Primary Offense,Primary Offense,Primary Offense,Primary Offense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Sexual Assault,,A.,Other than listed below; all attempted or conspired offenses,Other than listed below; all attempted or conspired offenses,Other than listed below; all attempted or conspired offenses,Other than listed below; all attempted or conspired offenses,Other than listed below; all attempted or conspired offenses,Other than listed below; all attempted or conspired offenses,Other than listed below; all attempted or conspired offenses,Other than listed below; all attempted or conspired offenses,Other than listed below; all attempted or conspired offenses,Other than listed below; all attempted or conspired offenses,Other than listed below; all attempted or conspired offenses,Other than listed below; all attempted or conspired offenses,Other than listed below; all attempted or conspired offenses,Other than listed below; all attempted or conspired offenses,Other than listed below; all attempted or conspired offenses,Other than listed below; all attempted or conspired offenses,Other than listed below; all attempted or conspired offenses,Other than listed below; all attempted or conspired offenses,Other than listed below; all attempted or conspired offenses,Other than listed below; all attempted or conspired offenses,Other than listed below; all attempted or conspired offenses,Other than listed below; all attempted or conspired offenses,Other than listed below; all attempted or conspired offenses,,(1 count) .................................................... 1,(1 count) .................................................... 1,(1 count) .................................................... 1,(1 count) .................................................... 1,(1 count) .................................................... 1,(1 count) .................................................... 1,(1 count) .................................................... 1,(1 count) .................................................... 1,(1 count) .................................................... 1,(1 count) .................................................... 1,(1 count) .................................................... 1,(1 count) .................................................... 1,(1 count) .................................................... 1,(1 count) .................................................... 1,(1 count) .................................................... 1,(1 count) .................................................... 1,(1 count) .................................................... 1,
Section A (Part II),,B.,"Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17",(1 count) ................... 7,(1 count) ................... 7,(1 count) ................... 7,(1 count) ................... 7,(1 count) ................... 7,(1 count) ................... 7,(1 count) ................... 7,(1 count) ................... 7,(1 count) ................... 7,(1 count) ................... 7,
Worksheet,,C.,"Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,
,,,,,,,,,,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,
,,,,,,,,,,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,
